,Event_ID,Year,Country_Code,Country_Name,Latitude,Longitude,Type,Death_Toll,Severity
342,1342,2005,CZE,Czech Republic,49.817492,15.472962,Flood,1,Low Risk
343,1343,2008,COG,Congo (Kinshasa),-0.228021,15.827659,Epidemic,1,
344,1344,1995,ROU,Romania,45.943161,24.96676,Flood,2,Medium Risk
345,1345,2007,PAK,Pakistan,30.375321,69.345116,Flood,80,Medium Risk
346,1346,1980,NPL,Nepal,28.394857,84.124008,Earthquake,100,Medium Risk
347,1347,1987,SOM,Somalia,5.152149,46.199616,Drought,600,
348,1348,2003,ARG,Argentina,-38.416097,-63.616672,Flood,4,Low Risk
349,1349,2004,NZL,New Zealand,-40.900557,174.885971,Flood,2,Low Risk
350,1350,2010,GMB,Gambia,13.443182,-15.310139,Flood,8,Very High Risk
351,1351,1999,AZE,Azerbaijan,40.143105,47.576927,Earthquake,1,Medium Risk
352,1352,1998,ZAF,South Africa,-30.559482,22.937506,Storm,18,Medium Risk
353,1353,2000,IND,India,20.593684,78.96288,Flood,884,Medium Risk
354,1354,2009,BDI,Burundi,-3.373056,29.918886,Flood,20,Very High Risk
355,1355,2020,MEX,Mexico,23.634501,-102.552784,Flood,3,Medium Risk
356,1356,1967,IND,India,20.593684,78.96288,Storm,1000,Medium Risk
357,1357,1973,JAM,Jamaica,18.109581,-77.297508,Storm,6,Very High Risk
358,1358,2004,RUS,Russia,61.52401,105.318756,Wildfire,9,Low Risk
359,1359,1992,HKG,"Hong Kong S.A.R., China",22.396428,114.109497,Storm,20,
360,1360,2017,HND,Honduras,15.199999,-86.241905,Storm,3,Very High Risk
361,1361,2014,CMR,Cameroon,7.369722,12.354722,Epidemic,77,Very High Risk
362,1362,2007,DZA,Algeria,28.033886,1.659626,Flood,1,High Risk
363,1363,1985,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
364,1364,2017,BLM,Saint Barthélemy,17.9,-62.833333,Storm,4,
365,1365,1981,DOM,Dominican Republic,18.735693,-70.162651,Flood,20,Very High Risk
366,1366,2005,IDN,Indonesia,-0.789275,113.921327,Flood,28,Very High Risk
367,1367,2010,NIC,Nicaragua,12.865416,-85.207229,Flood,20,Very High Risk
368,1368,1988,IRN,Iran,32.427908,53.688046,Earthquake,20,Low Risk
369,1369,2010,PHL,Philippines,12.879721,121.774017,Flood,2,Very High Risk
370,1370,2005,MDG,Madagascar,-18.766947,46.869107,Flood,25,Very High Risk
371,1371,2012,BRA,Brazil,-14.235004,-51.92528,Flood,3,Low Risk
372,1372,1984,FRA,France,46.227638,2.213749,Wildfire,20,Very Low Risk
373,1373,2010,ECU,Ecuador,-1.831239,-78.183406,Flood,12,High Risk
374,1374,1977,MMR,Myanmar,21.913965,95.956223,Flood,3,High Risk
375,1375,1999,ZMB,Zambia,-13.133897,27.849332,Epidemic,2,High Risk
376,1376,1984,IDN,Indonesia,-0.789275,113.921327,Earthquake,20,Very High Risk
377,1377,2005,BGD,Bangladesh,23.684994,90.356331,Storm,2,Very High Risk
378,1378,1985,AUS,Australia,-25.274398,133.775136,Storm,20,Low Risk
379,1379,1989,JPN,Japan,36.204824,138.252924,Flood,10,Very High Risk
380,1380,2003,IND,India,20.593684,78.96288,Flood,37,Medium Risk
381,1381,2007,KEN,Kenya,-0.023559,37.906193,Landslide,20,Medium Risk
382,1382,1980,GNB,Guinea-Bissau,11.803749,-15.180413,Drought,20,Very High Risk
383,1383,1996,BGD,Bangladesh,23.684994,90.356331,Storm,24,Very High Risk
384,1384,1965,ECU,Ecuador,-1.831239,-78.183406,Flood,20,High Risk
385,1385,2013,PRT,Portugal,39.399872,-8.224454,Wildfire,9,Low Risk
386,1386,1969,HKG,"Hong Kong S.A.R., China",22.396428,114.109497,Flood,20,
387,1387,1981,AUS,Australia,-25.274398,133.775136,Storm,20,Low Risk
388,1388,2005,KEN,Kenya,-0.023559,37.906193,Drought,27,Medium Risk
389,1389,1999,KHM,Cambodia,12.565679,104.990963,Flood,7,Very High Risk
390,1390,1992,CHN,China,35.86166,104.195397,Drought,20,Medium Risk
391,1391,2009,PHL,Philippines,12.879721,121.774017,Landslide,10,Very High Risk
392,1392,1995,ECU,Ecuador,-1.831239,-78.183406,Earthquake,1,High Risk
393,1393,1945,BHS,Bahamas,25.03428,-77.39628,Storm,22,Low Risk
394,1394,2012,BRA,Brazil,-14.235004,-51.92528,Flood,20,Low Risk
395,1395,1913,IDN,Indonesia,-0.789275,113.921327,Earthquake,138,Very High Risk
396,1396,1968,MMR,Myanmar,21.913965,95.956223,Storm,1070,High Risk
397,1397,1950,VEN,Venezuela,6.42375,-66.58973,Earthquake,100,Medium Risk
398,1398,1999,GHA,Ghana,7.946527,-1.023194,Flood,52,High Risk
399,1399,2007,THA,Thailand,15.870032,100.992541,Flood,10,Medium Risk
400,1400,1991,CHN,China,35.86166,104.195397,Storm,69,Medium Risk
401,1401,2001,CMR,Cameroon,7.369722,12.354722,Epidemic,3,Very High Risk
402,1402,1958,IND,India,20.593684,78.96288,Extreme temperature ,651,Medium Risk
403,1403,2018,ROU,Romania,45.943161,24.96676,Extreme temperature ,2,Medium Risk
404,1404,1987,COM,Comoros,-11.875001,43.872219,Storm,24,Medium Risk
405,1405,1996,VNM,Vietnam,14.058324,108.277199,Flood,162,Very High Risk
406,1406,2016,CHN,China,35.86166,104.195397,Flood,20,Medium Risk
407,1407,2021,MAR,Morocco,31.791702,-7.09262,Flood,24,Medium Risk
408,1408,1998,TUR,Turkey,38.963745,35.243322,Earthquake,145,Low Risk
409,1409,1987,IDN,Indonesia,-0.789275,113.921327,Mass movement (dry),131,Very High Risk
410,1410,1992,VNM,Vietnam,14.058324,108.277199,Flood,55,Very High Risk
411,1411,1990,FRA,France,46.227638,2.213749,Storm,20,Very Low Risk
412,1412,1998,USA,United States,37.09024,-95.712891,Wildfire,20,Low Risk
413,1413,2000,IND,India,20.593684,78.96288,Epidemic,19,Medium Risk
414,1414,2009,PER,Peru,-9.189967,-75.015152,Flood,158,Medium Risk
415,1415,1981,IND,India,20.593684,78.96288,Storm,200,Medium Risk
416,1416,1983,BGD,Bangladesh,23.684994,90.356331,Epidemic,500,Very High Risk
417,1417,1993,FJI,Fiji,-16.578193,179.414413,Storm,21,Very High Risk
418,1418,1989,ZMB,Zambia,-13.133897,27.849332,Flood,20,High Risk
419,1419,1976,KOR,South Korea,35.907757,127.766922,Landslide,25,Low Risk
420,1420,2016,TLS,Timor Leste,-8.874217,125.727539,Drought,20,Very High Risk
421,1421,2011,VEN,Venezuela,6.42375,-66.58973,Flood,8,Medium Risk
422,1422,1986,NZL,New Zealand,-40.900557,174.885971,Flood,1,Low Risk
423,1423,1995,BGD,Bangladesh,23.684994,90.356331,Epidemic,50,Very High Risk
424,1424,2014,SRB,Serbia,44.016521,21.005859,Flood,51,Medium Risk
425,1425,2002,CAF,Central African Republic,6.611111,20.939444,Wildfire,1,Medium Risk
426,1426,2019,SOM,Somalia,5.152149,46.199616,Insect infestation,20,
427,1427,2006,BEL,Belgium,50.503887,4.469936,Extreme temperature ,940,Very Low Risk
428,1428,1987,SDN,Sudan,12.862807,30.217636,Insect infestation,20,High Risk
429,1429,2017,MAC,Macao,22.198745,113.543873,Storm,10,
430,1430,2010,BEN,Benin,9.30769,2.315834,Epidemic,7,Very High Risk
431,1431,1903,COM,Comoros,-11.875001,43.872219,Volcanic activity,17,Medium Risk
432,1432,2001,MRT,Mauritania,21.00789,-10.940835,Drought,20,High Risk
433,1433,2003,NCL,New Caledonia,-20.904305,165.618042,Storm,2,
434,1434,2000,TZA,Tanzania,-6.369028,34.888822,Epidemic,16,High Risk
435,1435,2012,IRN,Iran,32.427908,53.688046,Flood,7,Low Risk
436,1436,1983,ISL,Iceland,64.963051,-19.020835,Volcanic activity,20,Very Low Risk
437,1437,1999,BGD,Bangladesh,23.684994,90.356331,Storm,3,Very High Risk
438,1438,2015,SOM,Somalia,5.152149,46.199616,Storm,20,
439,1439,1974,PHL,Philippines,12.879721,121.774017,Flood,20,Very High Risk
440,1440,2014,POL,Poland,51.919438,19.145136,Extreme temperature ,78,Very Low Risk
441,1441,2003,OMN,Oman,21.512583,55.923255,Storm,30,Very Low Risk
442,1442,1973,MEX,Mexico,23.634501,-102.552784,Flood,30,Medium Risk
443,1443,2003,TLS,Timor Leste,-8.874217,125.727539,Flood,3,Very High Risk
444,1444,2011,BGD,Bangladesh,23.684994,90.356331,Landslide,17,Very High Risk
445,1445,1986,IND,India,20.593684,78.96288,Epidemic,55,Medium Risk
446,1446,2015,SLB,Solomon Islands,-9.64571,160.156194,Drought,20,Very High Risk
447,1447,1999,TWN,Taiwan,23.69781,120.960515,Earthquake,2264,
448,1448,2009,USA,United States,37.09024,-95.712891,Storm,19,Low Risk
449,1449,1965,SOM,Somalia,5.152149,46.199616,Epidemic,20,
450,1450,2005,COD,Congo,-4.038333,21.758664,Epidemic,29,Medium Risk
451,1451,2015,HRV,Croatia,45.1,15.2,Flood,20,Low Risk
452,1452,2001,FRA,France,46.227638,2.213749,Flood,20,Very Low Risk
453,1453,2005,HRV,Croatia,45.1,15.2,Extreme temperature ,5,Low Risk
454,1454,2016,HTI,Haiti,18.971187,-72.285215,Flood,23,Very High Risk
455,1455,2014,SWZ,Swaziland,-26.522503,31.465866,Flood,11,Medium Risk
456,1456,2011,VUT,Vanuatu,-15.376706,166.959158,Storm,20,Very High Risk
457,1457,2017,DOM,Dominican Republic,18.735693,-70.162651,Storm,20,Very High Risk
458,1458,1995,THA,Thailand,15.870032,100.992541,Storm,27,Medium Risk
459,1459,1996,COL,Colombia,4.570868,-74.297333,Epidemic,62,Medium Risk
460,1460,2007,KEN,Kenya,-0.023559,37.906193,Flood,4,Medium Risk
461,1461,2012,ECU,Ecuador,-1.831239,-78.183406,Wildfire,5,High Risk
462,1462,2008,LBR,Liberia,6.428055,-9.429499,Flood,20,High Risk
463,1463,2013,NER,Niger,17.607789,8.081666,Flood,32,Very High Risk
464,1464,2020,MNG,Mongolia,46.862496,103.846656,Storm,20,Very Low Risk
465,1465,1997,CHN,China,35.86166,104.195397,Storm,30,Medium Risk
466,1466,2013,USA,United States,37.09024,-95.712891,Flood,4,Low Risk
467,1467,2021,USA,United States,37.09024,-95.712891,Wildfire,20,Low Risk
468,1468,2021,MEX,Mexico,23.634501,-102.552784,Storm,2,Medium Risk
469,1469,1965,USA,United States,37.09024,-95.712891,Earthquake,7,Low Risk
470,1470,2013,THA,Thailand,15.870032,100.992541,Flood,20,Medium Risk
471,1471,1975,IND,India,20.593684,78.96288,Storm,20,Medium Risk
472,1472,2007,IDN,Indonesia,-0.789275,113.921327,Flood,4,Very High Risk
473,1473,2010,SLB,Solomon Islands,-9.64571,160.156194,Storm,20,Very High Risk
474,1474,2011,PHL,Philippines,12.879721,121.774017,Flood,20,Very High Risk
475,1475,1999,TUR,Turkey,38.963745,35.243322,Earthquake,17127,Low Risk
476,1476,1998,NIC,Nicaragua,12.865416,-85.207229,Storm,3332,Very High Risk
477,1477,2003,CHN,China,35.86166,104.195397,Earthquake,268,Medium Risk
478,1478,2016,CHN,China,35.86166,104.195397,Storm,35,Medium Risk
479,1479,1992,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
480,1480,2000,KOR,South Korea,35.907757,127.766922,Flood,13,Low Risk
481,1481,2000,GBR,United Kingdom,55.378051,-3.435973,Storm,12,Low Risk
482,1482,1997,GUM,Guam,13.444304,144.793731,Storm,20,
483,1483,1969,MWI,Malawi,-13.254308,34.301525,Flood,20,High Risk
484,1484,1992,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
485,1485,1999,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
486,1486,1931,BLZ,Belize,17.189877,-88.49765,Storm,1500,Medium Risk
487,1487,2000,ARG,Argentina,-38.416097,-63.616672,Storm,1,Low Risk
488,1488,2009,COD,Congo,-4.038333,21.758664,Epidemic,17,Medium Risk
489,1489,1976,CRI,Costa Rica,9.748917,-83.753428,Volcanic activity,20,Very High Risk
490,1490,2012,RUS,Russia,61.52401,105.318756,Wildfire,2,Low Risk
491,1491,1972,FJI,Fiji,-16.578193,179.414413,Storm,3,Very High Risk
492,1492,2000,GBR,United Kingdom,55.378051,-3.435973,Flood,20,Low Risk
493,1493,2018,PAK,Pakistan,30.375321,69.345116,Extreme temperature ,180,Medium Risk
494,1494,2020,IDN,Indonesia,-0.789275,113.921327,Flood,20,Very High Risk
495,1495,1992,IDN,Indonesia,-0.789275,113.921327,Earthquake,2500,Very High Risk
496,1496,2012,PHL,Philippines,12.879721,121.774017,Landslide,75,Very High Risk
497,1497,2019,ESP,Spain,40.463667,-3.74922,Storm,20,Very Low Risk
498,1498,2010,SLE,Sierra Leone,8.460555,-11.779889,Landslide,16,Very High Risk
499,1499,1985,CHN,China,35.86166,104.195397,Earthquake,22,Medium Risk
500,1500,2017,ARG,Argentina,-38.416097,-63.616672,Flood,20,Low Risk
501,1501,2002,USA,United States,37.09024,-95.712891,Flood,20,Low Risk
502,1502,1982,MEX,Mexico,23.634501,-102.552784,Storm,225,Medium Risk
503,1503,2007,MOZ,Mozambique,-18.665695,35.529562,Drought,20,High Risk
504,1504,1994,ESP,Spain,40.463667,-3.74922,Storm,12,Very Low Risk
505,1505,2002,ITA,Italy,41.87194,12.56738,Epidemic,20,Low Risk
506,1506,2013,ZWE,Zimbabwe,-19.015438,29.154857,Flood,125,High Risk
507,1507,2008,PHL,Philippines,12.879721,121.774017,Flood,29,Very High Risk
508,1508,2015,JPN,Japan,36.204824,138.252924,Storm,2,Very High Risk
509,1509,1922,BGD,Bangladesh,23.684994,90.356331,Storm,20,Very High Risk
510,1510,2014,BDI,Burundi,-3.373056,29.918886,Flood,96,Very High Risk
511,1511,1990,FRA,France,46.227638,2.213749,Storm,20,Very Low Risk
512,1512,2020,USA,United States,37.09024,-95.712891,Storm,11,Low Risk
513,1513,2011,SEN,Senegal,14.497401,-14.452362,Drought,20,Very High Risk
514,1514,2001,IND,India,20.593684,78.96288,Flood,20,Medium Risk
515,1515,1992,IND,India,20.593684,78.96288,Flood,51,Medium Risk
516,1516,1996,ZWE,Zimbabwe,-19.015438,29.154857,Epidemic,1311,High Risk
517,1517,2014,CIV,Cote d'Ivoire,7.539989,-5.54708,Flood,23,High Risk
518,1518,1987,CHN,China,35.86166,104.195397,Earthquake,20,Medium Risk
519,1519,1964,IND,India,20.593684,78.96288,Drought,20,Medium Risk
520,1520,2015,VNM,Vietnam,14.058324,108.277199,Flood,32,Very High Risk
521,1521,2000,IND,India,20.593684,78.96288,Landslide,86,Medium Risk
522,1522,2009,VNM,Vietnam,14.058324,108.277199,Storm,124,Very High Risk
523,1523,2000,SOM,Somalia,5.152149,46.199616,Flood,20,
524,1524,2013,CHN,China,35.86166,104.195397,Flood,20,Medium Risk
525,1525,1976,HKG,"Hong Kong S.A.R., China",22.396428,114.109497,Storm,30,
526,1526,1992,LKA,Sri Lanka,7.873054,80.771797,Flood,1,High Risk
527,1527,2021,MYS,Malaysia,4.210484,101.975766,Flood,6,Medium Risk
528,1528,1996,VEN,Venezuela,6.42375,-66.58973,Flood,20,Medium Risk
529,1529,2012,CHN,China,35.86166,104.195397,Flood,15,Medium Risk
530,1530,2014,CHE,Switzerland,46.818188,8.227512,Storm,2,Very Low Risk
531,1531,2010,IND,India,20.593684,78.96288,Flood,200,Medium Risk
532,1532,2005,TWN,Taiwan,23.69781,120.960515,Storm,2,
533,1533,2015,ECU,Ecuador,-1.831239,-78.183406,Flood,12,High Risk
534,1534,2020,UGA,Uganda,1.373333,32.290275,Flood,7,Medium Risk
535,1535,2020,CIV,Cote d'Ivoire,7.539989,-5.54708,Flood,24,High Risk
536,1536,2021,PHL,Philippines,12.879721,121.774017,Storm,6,Very High Risk
537,1537,2011,MEX,Mexico,23.634501,-102.552784,Storm,5,Medium Risk
538,1538,2016,BGD,Bangladesh,23.684994,90.356331,Earthquake,5,Very High Risk
539,1539,2021,USA,United States,37.09024,-95.712891,Wildfire,20,Low Risk
540,1540,2011,CAF,Central African Republic,6.611111,20.939444,Flood,20,Medium Risk
541,1541,1994,USA,United States,37.09024,-95.712891,Landslide,20,Low Risk
542,1542,1984,IND,India,20.593684,78.96288,Storm,20,Medium Risk
543,1543,2004,MYS,Malaysia,4.210484,101.975766,Storm,20,Medium Risk
544,1544,2015,CHN,China,35.86166,104.195397,Storm,18,Medium Risk
545,1545,1947,USA,United States,37.09024,-95.712891,Wildfire,20,Low Risk
546,1546,2009,POL,Poland,51.919438,19.145136,Storm,8,Very Low Risk
547,1547,1995,ZAF,South Africa,-30.559482,22.937506,Flood,207,Medium Risk
548,1548,2020,MNG,Mongolia,46.862496,103.846656,Flood,8,Very Low Risk
549,1549,1977,PHL,Philippines,12.879721,121.774017,Epidemic,18,Very High Risk
550,1550,2001,HRV,Croatia,45.1,15.2,Flood,20,Low Risk
551,1551,2013,ETH,Ethiopia,9.145,40.489673,Epidemic,55,Medium Risk
552,1552,1992,CHN,China,35.86166,104.195397,Flood,88,Medium Risk
553,1553,1996,AUS,Australia,-25.274398,133.775136,Flood,4,Low Risk
554,1554,2021,TCD,Chad,15.454166,18.732207,Flood,32,Very High Risk
555,1555,1930,CHN,China,35.86166,104.195397,Earthquake,200,Medium Risk
556,1556,1981,PRI,Puerto Rico,18.220833,-66.590149,Landslide,26,
557,1557,2010,CHN,China,35.86166,104.195397,Storm,30,Medium Risk
558,1558,1970,NPL,Nepal,28.394857,84.124008,Flood,350,Medium Risk
559,1559,1982,SLV,El Salvador,13.794185,-88.89653,Drought,20,Very High Risk
560,1560,2002,TGO,Togo,8.619543,0.824782,Epidemic,95,High Risk
561,1561,2020,AFG,Afghanistan,33.93911,67.709953,Flood,4,Very High Risk
562,1562,2004,PHL,Philippines,12.879721,121.774017,Epidemic,32,Very High Risk
563,1563,2009,COL,Colombia,4.570868,-74.297333,Flood,23,Medium Risk
564,1564,1977,TUN,Tunisia,33.886917,9.537499,Drought,20,Medium Risk
565,1565,2016,PER,Peru,-9.189967,-75.015152,Epidemic,26,Medium Risk
566,1566,2016,ECU,Ecuador,-1.831239,-78.183406,Flood,9,High Risk
567,1567,1984,BFA,Burkina Faso,12.238333,-1.561593,Flood,20,High Risk
568,1568,1967,KOR,South Korea,35.907757,127.766922,Drought,20,Low Risk
569,1569,2001,ARG,Argentina,-38.416097,-63.616672,Extreme temperature ,14,Low Risk
570,1570,2016,RWA,Rwanda,-1.940278,29.873888,Flood,67,High Risk
571,1571,1978,HKG,"Hong Kong S.A.R., China",22.396428,114.109497,Storm,3,
572,1572,1969,PER,Peru,-9.189967,-75.015152,Earthquake,150,Medium Risk
573,1573,2008,ARG,Argentina,-38.416097,-63.616672,Flood,20,Low Risk
574,1574,2005,HTI,Haiti,18.971187,-72.285215,Storm,40,Very High Risk
575,1575,1974,COL,Colombia,4.570868,-74.297333,Earthquake,11,Medium Risk
576,1576,1995,IND,India,20.593684,78.96288,Storm,128,Medium Risk
577,1577,2010,BRA,Brazil,-14.235004,-51.92528,Flood,256,Low Risk
578,1578,2003,IND,India,20.593684,78.96288,Extreme temperature ,400,Medium Risk
579,1579,2008,CHL,Chile,-35.675147,-71.542969,Flood,4,Very High Risk
580,1580,2019,AFG,Afghanistan,33.93911,67.709953,Flood,30,Very High Risk
581,1581,2006,UGA,Uganda,1.373333,32.290275,Epidemic,49,Medium Risk
582,1582,2006,ROU,Romania,45.943161,24.96676,Flood,6,Medium Risk
583,1583,1991,MEX,Mexico,23.634501,-102.552784,Storm,13,Medium Risk
584,1584,2008,USA,United States,37.09024,-95.712891,Storm,59,Low Risk
585,1585,1950,IND,India,20.593684,78.96288,Earthquake,1500,Medium Risk
586,1586,1997,MMR,Myanmar,21.913965,95.956223,Flood,68,High Risk
587,1587,2003,RUS,Russia,61.52401,105.318756,Drought,20,Low Risk
588,1588,1998,MOZ,Mozambique,-18.665695,35.529562,Landslide,87,High Risk
589,1589,1994,POL,Poland,51.919438,19.145136,Storm,1,Very Low Risk
590,1590,2013,TUR,Turkey,38.963745,35.243322,Landslide,7,Low Risk
591,1591,1970,USA,United States,37.09024,-95.712891,Storm,11,Low Risk
592,1592,2005,BRA,Brazil,-14.235004,-51.92528,Storm,2,Low Risk
593,1593,2006,BGD,Bangladesh,23.684994,90.356331,Storm,115,Very High Risk
594,1594,1983,AUS,Australia,-25.274398,133.775136,Wildfire,75,Low Risk
595,1595,2008,CHN,China,35.86166,104.195397,Drought,20,Medium Risk
596,1596,2002,HND,Honduras,15.199999,-86.241905,Drought,20,Very High Risk
597,1597,2005,PRT,Portugal,39.399872,-8.224454,Wildfire,15,Low Risk
598,1598,2001,TGO,Togo,8.619543,0.824782,Epidemic,48,High Risk
599,1599,2005,CHN,China,35.86166,104.195397,Storm,95,Medium Risk
600,1600,2018,CUB,Cuba,21.521757,-77.781167,Storm,20,Medium Risk
601,1601,1993,DOM,Dominican Republic,18.735693,-70.162651,Flood,12,Very High Risk
602,1602,1996,CRI,Costa Rica,9.748917,-83.753428,Flood,6,Very High Risk
603,1603,1996,PNG,Papua New Guinea,-6.314993,143.95555,Landslide,38,Very High Risk
604,1604,1999,PRI,Puerto Rico,18.220833,-66.590149,Storm,1,
605,1605,2021,MEX,Mexico,23.634501,-102.552784,Storm,13,Medium Risk
606,1606,2002,ZWE,Zimbabwe,-19.015438,29.154857,Epidemic,20,High Risk
607,1607,1939,TUR,Turkey,38.963745,35.243322,Earthquake,32962,Low Risk
608,1608,1985,BGD,Bangladesh,23.684994,90.356331,Storm,71,Very High Risk
609,1609,1997,IND,India,20.593684,78.96288,Flood,244,Medium Risk
610,1610,2001,COD,Congo,-4.038333,21.758664,Flood,20,Medium Risk
611,1611,2008,CHN,China,35.86166,104.195397,Storm,20,Medium Risk
612,1612,1986,IDN,Indonesia,-0.789275,113.921327,Flood,77,Very High Risk
613,1613,1976,BGD,Bangladesh,23.684994,90.356331,Flood,168,Very High Risk
614,1614,2009,ROU,Romania,45.943161,24.96676,Flood,11,Medium Risk
615,1615,1989,IND,India,20.593684,78.96288,Landslide,41,Medium Risk
616,1616,2006,ESP,Spain,40.463667,-3.74922,Wildfire,4,Very Low Risk
617,1617,1988,VEN,Venezuela,6.42375,-66.58973,Flood,3,Medium Risk
618,1618,2020,SAU,Saudi Arabia,23.885942,45.079162,Flood,3,Very Low Risk
619,1619,1994,CHN,China,35.86166,104.195397,Flood,258,Medium Risk
620,1620,2013,AUS,Australia,-25.274398,133.775136,Wildfire,2,Low Risk
621,1621,2003,DOM,Dominican Republic,18.735693,-70.162651,Storm,8,Very High Risk
622,1622,1987,BGD,Bangladesh,23.684994,90.356331,Flood,2055,Very High Risk
623,1623,1997,SVK,Slovakia,48.669026,19.699024,Flood,20,Very Low Risk
624,1624,1993,SLV,El Salvador,13.794185,-88.89653,Landslide,22,Very High Risk
625,1625,1991,FRA,France,46.227638,2.213749,Extreme temperature ,20,Very Low Risk
626,1626,1949,CHL,Chile,-35.675147,-71.542969,Earthquake,35,Very High Risk
627,1627,2009,IND,India,20.593684,78.96288,Flood,355,Medium Risk
628,1628,1999,IDN,Indonesia,-0.789275,113.921327,Flood,12,Very High Risk
629,1629,2012,USA,United States,37.09024,-95.712891,Storm,20,Low Risk
630,1630,2007,GRC,Greece,39.074208,21.824312,Flood,2,Medium Risk
631,1631,2002,CIV,Cote d'Ivoire,7.539989,-5.54708,Epidemic,19,High Risk
632,1632,2006,MLI,Mali,17.570692,-3.996166,Epidemic,9,High Risk
633,1633,2000,NZL,New Zealand,-40.900557,174.885971,Flood,20,Low Risk
634,1634,2000,MAR,Morocco,31.791702,-7.09262,Flood,20,Medium Risk
635,1635,2004,CHN,China,35.86166,104.195397,Flood,15,Medium Risk
636,1636,2009,FRA,France,46.227638,2.213749,Wildfire,20,Very Low Risk
637,1637,2005,MWI,Malawi,-13.254308,34.301525,Drought,20,High Risk
638,1638,2002,TJK,Tajikistan,38.861034,71.276093,Flood,8,Medium Risk
639,1639,1971,PER,Peru,-9.189967,-75.015152,Landslide,600,Medium Risk
640,1640,2005,NGA,Nigeria,9.081999,8.675277,Epidemic,12,High Risk
641,1641,2017,NPL,Nepal,28.394857,84.124008,Flood,11,Medium Risk
642,1642,1999,PRY,Paraguay,-23.442503,-58.443832,Epidemic,20,Low Risk
643,1643,1996,BLR,Belarus,53.709807,27.953389,Flood,20,Very Low Risk
644,1644,1990,TUN,Tunisia,33.886917,9.537499,Flood,37,Medium Risk
645,1645,2001,CHL,Chile,-35.675147,-71.542969,Flood,4,Very High Risk
646,1646,2016,HTI,Haiti,18.971187,-72.285215,Flood,1,Very High Risk
647,1647,1999,KHM,Cambodia,12.565679,104.990963,Flood,20,Very High Risk
648,1648,2016,DOM,Dominican Republic,18.735693,-70.162651,Flood,15,Very High Risk
649,1649,2004,MKD,Macedonia,41.608635,21.745275,Extreme temperature ,15,Medium Risk
650,1650,2009,LKA,Sri Lanka,7.873054,80.771797,Flood,3,High Risk
651,1651,1993,HKG,"Hong Kong S.A.R., China",22.396428,114.109497,Storm,20,
652,1652,1914,JPN,Japan,36.204824,138.252924,Earthquake,94,Very High Risk
653,1653,2000,JPN,Japan,36.204824,138.252924,Storm,4,Very High Risk
654,1654,1974,HND,Honduras,15.199999,-86.241905,Storm,8000,Very High Risk
655,1655,2009,ARG,Argentina,-38.416097,-63.616672,Epidemic,6,Low Risk
656,1656,1953,IND,India,20.593684,78.96288,Flood,80,Medium Risk
657,1657,2018,PHL,Philippines,12.879721,121.774017,Storm,16,Very High Risk
658,1658,2000,AUT,Austria,47.516231,14.550072,Storm,20,Very Low Risk
659,1659,1996,IND,India,20.593684,78.96288,Storm,708,Medium Risk
660,1660,1991,SUN,Soviet Union,0.0,0.0,Flood,2,
661,1661,2007,CHL,Chile,-35.675147,-71.542969,Extreme temperature ,6,Very High Risk
662,1662,2005,BGD,Bangladesh,23.684994,90.356331,Storm,79,Very High Risk
663,1663,1978,PHL,Philippines,12.879721,121.774017,Storm,47,Very High Risk
664,1664,2008,GNB,Guinea-Bissau,11.803749,-15.180413,Flood,20,Very High Risk
665,1665,1998,RUS,Russia,61.52401,105.318756,Flood,1,Low Risk
666,1666,1992,BOL,Bolivia,-16.290154,-63.588653,Landslide,49,Low Risk
667,1667,2020,IDN,Indonesia,-0.789275,113.921327,Flood,7,Very High Risk
668,1668,1998,MYS,Malaysia,4.210484,101.975766,Flood,20,Medium Risk
669,1669,1971,IDN,Indonesia,-0.789275,113.921327,Earthquake,1,Very High Risk
670,1670,1964,VNM,Vietnam,14.058324,108.277199,Storm,7000,Very High Risk
671,1671,2010,CHN,China,35.86166,104.195397,Flood,1691,Medium Risk
672,1672,2007,SLV,El Salvador,13.794185,-88.89653,Flood,2,Very High Risk
673,1673,1988,HND,Honduras,15.199999,-86.241905,Storm,20,Very High Risk
674,1674,2009,BFA,Burkina Faso,12.238333,-1.561593,Epidemic,389,High Risk
675,1675,2017,MKD,Macedonia,41.608635,21.745275,Extreme temperature ,3,Medium Risk
676,1676,1997,PHL,Philippines,12.879721,121.774017,Flood,18,Very High Risk
677,1677,1998,IRN,Iran,32.427908,53.688046,Flood,84,Low Risk
678,1678,2012,JPN,Japan,36.204824,138.252924,Storm,134,Very High Risk
679,1679,2013,DEU,Germany,51.165691,10.451526,Storm,20,Very Low Risk
680,1680,2015,BGD,Bangladesh,23.684994,90.356331,Storm,13,Very High Risk
681,1681,2000,PHL,Philippines,12.879721,121.774017,Epidemic,1,Very High Risk
682,1682,1974,CHL,Chile,-35.675147,-71.542969,Flood,32,Very High Risk
683,1683,2021,BRA,Brazil,-14.235004,-51.92528,Flood,1,Low Risk
684,1684,2020,CHN,China,35.86166,104.195397,Flood,280,Medium Risk
